term_code,term_slug,term_label,crn,course_code,subject,course_number,course_title,primary_instructor,status,capacity,enrolled,units,modality,known_count,suppressed_bucket_count,observed_count_min,observed_count_max,all_buckets_suppressed,pdf_course_code,course_code_match,pdf_title_instructor_text,grade_a_count,grade_a_suppressed,grade_a_display,grade_a_min,grade_a_max,grade_b_count,grade_b_suppressed,grade_b_display,grade_b_min,grade_b_max,grade_c_count,grade_c_suppressed,grade_c_display,grade_c_min,grade_c_max,grade_d_count,grade_d_suppressed,grade_d_display,grade_d_min,grade_d_max,grade_f_count,grade_f_suppressed,grade_f_display,grade_f_min,grade_f_max,grade_cr_count,grade_cr_suppressed,grade_cr_display,grade_cr_min,grade_cr_max,grade_nc_count,grade_nc_suppressed,grade_nc_display,grade_nc_min,grade_nc_max,grade_p_count,grade_p_suppressed,grade_p_display,grade_p_min,grade_p_max,grade_np_count,grade_np_suppressed,grade_np_display,grade_np_min,grade_np_max,grade_w_count,grade_w_suppressed,grade_w_display,grade_w_min,grade_w_max,grade_fw_count,grade_fw_suppressed,grade_fw_display,grade_fw_min,grade_fw_max
202550,spring2025,Spring 2025,54278,ACCT 110,ACCT,110,Introduction to Accounting,Eva Schmidt,CLOSED,30,22,4,HY,0,11,0,22,true,ACCT 110,exact,"Introduction to Accounting Schmidt, E E",,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,54280,ACCT 110,ACCT,110,Introduction to Accounting,Cornelia Alsheimer-Barthel,CLOSED,30,25,4,IP,0,11,0,25,true,ACCT 110,exact,"Introduction to Accounting Alsheimer-Barthel, C M",,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,57101,ACCT 110,ACCT,110,Introduction to Accounting,Ben Reyes,CLOSED,30,27,4,HY,14,10,14,27,false,ACCT 110,exact,"Introduction to Accounting Reyes Jr, B",14,false,14,14,14,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,68319,ACCT 110,ACCT,110,Introduction to Accounting,Robert Smagula,CLOSED,30,47,4,OL,29,9,29,47,false,ACCT 110,exact,"Introduction to Accounting Smagula, R J",16,false,16,16,16,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,13,false,13,13,13
202550,spring2025,Spring 2025,67955,ACCT 150,ACCT,150,Introduction To Accounting Software And Systems,Laura Woyach,CLOSED,35,30,4,OL,16,10,16,30,false,ACCT 150,exact,"Intro To Accounting Software Woyach, L B",16,false,16,16,16,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,68673,ACCT 160,ACCT,160,Accounting With Quickbooks,Eva Schmidt,CLOSED,35,30,3,OL,18,10,18,30,false,ACCT 160,exact,"Accounting With Quickbooks Schmidt, E E",18,false,18,18,18,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,54282,ACCT 230,ACCT,230,Financial Accounting,Robert Smagula,CLOSED,35,33,5,OL,16,10,16,33,false,ACCT 230,exact,"Financial Accounting Smagula, R J",16,false,16,16,16,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,54283,ACCT 230,ACCT,230,Financial Accounting,Laura Woyach,CLOSED,35,33,5,IP,25,9,25,33,false,ACCT 230,exact,"Financial Accounting Woyach, L B",12,false,12,12,12,13,false,13,13,13,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,54284,ACCT 230,ACCT,230,Financial Accounting,Ben Reyes,CLOSED,35,38,5,OL,28,10,28,38,false,ACCT 230,exact,"Financial Accounting Reyes Jr, B",28,false,28,28,28,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,54285,ACCT 230,ACCT,230,Financial Accounting,Laura Woyach,CLOSED,35,35,5,OL,0,11,0,35,true,ACCT 230,exact,"Financial Accounting Woyach, L B",,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,66633,ACCT 230,ACCT,230,Financial Accounting,Ben Reyes,CLOSED,35,32,5,HY,22,10,22,32,false,ACCT 230,exact,"Financial Accounting Reyes Jr, B",22,false,22,22,22,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,67956,ACCT 230,ACCT,230,Financial Accounting,Ben Reyes,CLOSED,35,32,5,HY,26,10,26,32,false,ACCT 230,exact,"Financial Accounting Reyes Jr, B",26,false,26,26,26,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,68674,ACCT 230,ACCT,230,Financial Accounting,Laura Woyach,CLOSED,45,37,5,OL,13,10,13,37,false,ACCT 230,exact,"Financial Accounting Woyach, L B",13,false,13,13,13,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,54287,ACCT 240,ACCT,240,Managerial Accounting,Laura Woyach,CLOSED,35,47,4,IP,46,9,46,47,false,ACCT 240,exact,"Managerial Accounting Woyach, L B",28,false,28,28,28,18,false,18,18,18,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,60918,ACCT 240,ACCT,240,Managerial Accounting,Ben Reyes,CLOSED,35,46,4,HY,43,10,43,46,false,ACCT 240,exact,"Managerial Accounting Reyes Jr, B",43,false,43,43,43,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,63909,ACCT 240,ACCT,240,Managerial Accounting,Cornelia Alsheimer-Barthel,CLOSED,35,43,4,OL,25,9,25,43,false,ACCT 240,exact,"Managerial Accounting Alsheimer-Barthel, C M",14,false,14,14,14,,true,<10,0,9,11,false,11,11,11,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,66473,ACCT 240,ACCT,240,Managerial Accounting,Cornelia Alsheimer-Barthel,CLOSED,45,39,4,OL,19,10,19,39,false,ACCT 240,exact,"Managerial Accounting Alsheimer-Barthel, C M",,true,<10,0,9,19,false,19,19,19,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,69809,ACCT 240,ACCT,240,Managerial Accounting,Eva Schmidt,CLOSED,35,24,4,OL,0,11,0,24,true,ACCT 240,exact,"Managerial Accounting Schmidt, E E",,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,54020,ADC 120,ADC,120,Alcohol and Other Drugs,Vincent Gonzales,CLOSED,30,27,3,IP,19,10,19,27,false,ADC 120,exact,"Alcohol and Other Drugs Gonzales, V J",19,false,19,19,19,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,68851,AH 120,AH,120,Medical Terminology,Marcene Tate,CLOSED,35,20,1,HY,11,10,11,20,false,AH 120,exact,"Medical Terminology Tate, M D",11,false,11,11,11,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,60141,AJ 101,AJ,101,Introduction To The Administration Of Justice,Dave Saunders,CLOSED,40,30,3,IP,11,10,11,30,false,AJ 101,exact,"Intro Administratn Of Justice Saunders, D M",11,false,11,11,11,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,63468,AJ 101,AJ,101,Introduction To The Administration Of Justice,Erin Cross,CLOSED,40,40,3,OL,37,10,37,40,false,AJ 101,exact,"Intro Administratn Of Justice Cross, E L",37,false,37,37,37,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,67932,AJ 101,AJ,101,Introduction To The Administration Of Justice,Dave Saunders,CLOSED,40,32,3,IP,17,10,17,32,false,AJ 101,exact,"Intro Administratn Of Justice Saunders, D M",17,false,17,17,17,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,54028,AJ 102,AJ,102,Ethics In The Criminal Justice System,Dave Saunders,CLOSED,40,30,3,IP,16,10,16,30,false,AJ 102,exact,"Ethics In Criminal Justice Sys Saunders, D M",16,false,16,16,16,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,69285,AJ 103,AJ,103,Legal Aspects Of Evidence and Procedure,Dave Saunders,CLOSED,40,35,3,IP,24,9,24,35,false,AJ 103,exact,"Legal Aspec Of Evidence&ProcedSaunders, D M",13,false,13,13,13,,true,<10,0,9,11,false,11,11,11,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,69552,AJ 104,AJ,104,Introduction to Corrections,Erin Cross,CLOSED,40,33,3,HY,21,10,21,33,false,AJ 104,exact,"Introduction to Corrections Cross, E L",21,false,21,21,21,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,69553,AJ 105,AJ,105,"Diversity, Law and Justice",Silvina Minero,CLOSED,40,33,3,OL,11,10,11,33,false,AJ 105,exact,"Diversity, Law and Justice Minero, S M",,true,<10,0,9,11,false,11,11,11,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,54030,AJ 107,AJ,107,Concepts Of Criminal Law,Anne Redding,CLOSED,40,26,3,OL,20,10,20,26,false,AJ 107,exact,"Concepts Of Criminal Law Redding, A C",20,false,20,20,20,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,68669,AJ 107,AJ,107,Concepts Of Criminal Law,Anne Redding,CLOSED,40,35,3,IP,33,9,33,35,false,AJ 107,exact,"Concepts Of Criminal Law Redding, A C",22,false,22,22,22,11,false,11,11,11,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,61264,AJ 110,AJ,110,Introduction To Forensics,Michael Ullemeyer,CLOSED,40,37,3,OL,28,10,28,37,false,AJ 110,exact,"Introduction To Forensics Ullemeyer, M E",28,false,28,28,28,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,57013,AJ 111,AJ,111,Criminal Investigation,Dave Saunders,CLOSED,40,40,3,IP,25,10,25,40,false,AJ 111,exact,"Criminal Investigation Saunders, D M",25,false,25,25,25,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,55878,AJ 125,AJ,125,Introduction To Criminology,Kimberly Shean,CLOSED,40,26,3,IP,15,10,15,26,false,AJ 125,exact,"Introduction To Criminology Shean, K K",15,false,15,15,15,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,68670,AJ 125,AJ,125,Introduction To Criminology,Kimberly Shean,CLOSED,40,32,3,OL,12,10,12,32,false,AJ 125,exact,"Introduction To Criminology Shean, K K",12,false,12,12,12,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,57014,AJ 250,AJ,250,The Study of Murder,Anne Redding,CLOSED,40,41,3,IP,28,10,28,41,false,AJ 250,exact,"The Study of Murder Redding, A C",28,false,28,28,28,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,68672,AJ 250,AJ,250,The Study of Murder,Anne Redding,CLOSED,40,30,3,OL,16,10,16,30,false,AJ 250,exact,"The Study of Murder Redding, A C",16,false,16,16,16,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,63471,AJ 265,AJ,265,Crime and Human Behavior,Kristine Jacquin,CLOSED,40,33,3,OL,12,10,12,33,false,AJ 265,exact,"Crime and Human Behavior Jacquin, K M",12,false,12,12,12,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,68351,AJ 265,AJ,265,Crime and Human Behavior,Silvina Minero,CLOSED,40,26,3,IP,13,10,13,26,false,AJ 265,exact,"Crime and Human Behavior Minero, S M",13,false,13,13,13,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,54937,ANTH 101,ANTH,101,Physical Anthropology,Phyllisa Eisentraut,CLOSED,40,37,3,OL,22,10,22,37,false,ANTH 101,exact,"Physical Anthropology Eisentraut, P J",22,false,22,22,22,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,58106,ANTH 101,ANTH,101,Physical Anthropology,Phyllisa Eisentraut,CLOSED,100,101,3,HY,79,8,79,101,false,ANTH 101,exact,"Physical Anthropology Eisentraut, P J",39,false,39,39,39,28,false,28,28,28,,true,<10,0,9,,true,<10,0,9,12,false,12,12,12,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,65455,ANTH 101,ANTH,101,Physical Anthropology,Phyllisa Eisentraut,CLOSED,40,26,3,OL,15,10,15,26,false,ANTH 101,exact,"Physical Anthropology Eisentraut, P J",15,false,15,15,15,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,67015,ANTH 101,ANTH,101,Physical Anthropology,Phyllisa Eisentraut,CLOSED,40,38,3,OL,23,10,23,38,false,ANTH 101,exact,"Physical Anthropology Eisentraut, P J",23,false,23,23,23,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,67018,ANTH 101,ANTH,101,Physical Anthropology,Tara Carter,CLOSED,40,43,3,IP,35,9,35,43,false,ANTH 101,exact,"Physical Anthropology Carter, T D",20,false,20,20,20,15,false,15,15,15,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,69401,ANTH 101,ANTH,101,Physical Anthropology,Phyllisa Eisentraut,CLOSED,40,33,3,OL,26,10,26,33,false,ANTH 101,exact,"Physical Anthropology Eisentraut, P J",26,false,26,26,26,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,69105,ANTH 101H,ANTH,101H,"Physical Anthropology, Honors",Phyllisa Eisentraut,CLOSED,25,25,4,HY,19,10,19,25,false,ANTH 101H,exact,"Physical Anthropology, Honors Eisentraut, P J",19,false,19,19,19,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,64147,ANTH 101L,ANTH,101L,Physical Anthropology Laboratory,Mark Sanders,CLOSED,24,23,1,IP,20,10,20,23,false,ANTH 101L,exact,"Physical Anthropology Lab Sanders, M F",20,false,20,20,20,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,65471,ANTH 101L,ANTH,101L,Physical Anthropology Laboratory,Allison Jaqua,CLOSED,24,25,1,IP,22,10,22,25,false,ANTH 101L,exact,"Physical Anthropology Lab Jaqua, A L",22,false,22,22,22,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,66506,ANTH 101L,ANTH,101L,Physical Anthropology Laboratory,Allison Jaqua,CLOSED,24,26,1,IP,24,10,24,26,false,ANTH 101L,exact,"Physical Anthropology Lab Jaqua, A L",24,false,24,24,24,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,69402,ANTH 101L,ANTH,101L,Physical Anthropology Laboratory,Allison Jaqua,CLOSED,24,22,1,IP,20,10,20,22,false,ANTH 101L,exact,"Physical Anthropology Lab Jaqua, A L",20,false,20,20,20,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,55937,ANTH 102,ANTH,102,Introduction To Archaeology,Phyllisa Eisentraut,CLOSED,40,32,3,OL,15,10,15,32,false,ANTH 102,exact,"Introduction To Archaeology Eisentraut, P J",15,false,15,15,15,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,55662,ANTH 103,ANTH,103,Introduction To Cultural Anthropology,Tara Carter,CLOSED,55,56,3,IP,39,9,39,56,false,ANTH 103,exact,"Intro To Cultural Anthropology Carter, T D",21,false,21,21,21,18,false,18,18,18,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,58107,ANTH 103,ANTH,103,Introduction To Cultural Anthropology,Tara Carter,CLOSED,40,37,3,OL,16,10,16,37,false,ANTH 103,exact,"Intro To Cultural Anthropology Carter, T D",16,false,16,16,16,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,67014,ANTH 103,ANTH,103,Introduction To Cultural Anthropology,Tara Carter,CLOSED,40,37,3,OL,12,10,12,37,false,ANTH 103,exact,"Intro To Cultural Anthropology Carter, T D",,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,12,false,12,12,12,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,55939,ANTH 104,ANTH,104,Language and Culture,Allison Jaqua,CLOSED,40,32,3,IP,20,10,20,32,false,ANTH 104,exact,"Language and Culture Jaqua, A L",20,false,20,20,20,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,67727,ANTH 113,ANTH,113,"Witchcraft, Magic, Science And Religion",Mark Sanders,CLOSED,40,26,3,IP,13,10,13,26,false,ANTH 113,exact,"Witchcraft, Magic Sci&Religion Sanders, M F",13,false,13,13,13,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,54225,ART 101,ART,101,Visual Literacy,Mason Cummings,CLOSED,60,58,3,IP,48,9,48,58,false,ART 101,exact,"Visual Literacy Cummings, M C",35,false,35,35,35,13,false,13,13,13,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,61684,ART 101,ART,101,Visual Literacy,Barbara Vilander,CLOSED,50,61,3,OL,51,10,51,61,false,ART 101,exact,"Visual Literacy Vilander, B A",51,false,51,51,51,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,61685,ART 101,ART,101,Visual Literacy,Joy Kunz,CLOSED,50,51,3,OL,30,9,30,51,false,ART 101,exact,"Visual Literacy Kunz, J E",18,false,18,18,18,12,false,12,12,12,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,63995,ART 101,ART,101,Visual Literacy,Barbara Vilander,CLOSED,60,55,3,IP,40,9,40,55,false,ART 101,exact,"Visual Literacy Vilander, B A",20,false,20,20,20,20,false,20,20,20,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,69514,ART 102B,ART,102B,Late Twentieth Century Art,Joy Kunz,CLOSED,35,28,3,IP,12,10,12,28,false,ART 102B,exact,"Late Twentieth Century Art Kunz, J E",12,false,12,12,12,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,54228,ART 103,ART,103,"History of Art, Prehistoric to Gothic",Joy Kunz,CLOSED,60,61,3,OL,33,10,33,61,false,ART 103,exact,"Hist of Art:Prehistoric-Gothic Kunz, J E",33,false,33,33,33,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,60949,ART 104,ART,104,"History of Art, Renaissance to Modern",Joy Kunz,CLOSED,70,54,3,IP,37,9,37,54,false,ART 104,exact,"Hist of Art: Renaissnce-Modern Kunz, J E",26,false,26,26,26,11,false,11,11,11,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
202550,spring2025,Spring 2025,68711,ART 104H,ART,104H,"History Of Art, Renaissance To Modern, Honors",Joy Kunz,CLOSED,25,25,3,OL,18,10,18,25,false,ART 104H,exact,"Hist Of Art: Ren-Modern,HonorsKunz, J E",18,false,18,18,18,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9,,true,<10,0,9
